t,true_px,true_py,meas_px,meas_py,est_px,est_py
4.08,10.7891,10.9862,10.4842,11.6914,10.8473,11.0891
4.09,10.819,11.0339,11.0307,11.0579,10.8965,11.1458
4.1,10.849,11.0807,10.8383,11.0638,10.9159,11.196
4.11,10.879,11.1265,10.9092,11.0853,10.9416,11.2421
4.12,10.909,11.1714,10.9958,11.4927,10.9747,11.3329
4.13,10.939,11.2152,10.9392,11.2061,10.9967,11.377
4.14,10.969,11.2581,10.7685,11.4154,10.9945,11.4413
4.15,10.9989,11.2999,11.1788,11.2423,11.043,11.4758
4.16,11.0289,11.3408,11.2908,11.6768,11.0999,11.5595
4.17,11.0589,11.3808,11.5377,11.1535,11.1811,11.5679
4.18,11.0889,11.4197,11.2205,11.5122,11.2137,11.6186
4.19,11.1189,11.4577,11.1392,11.2263,11.2321,11.627
4.2,11.1489,11.4946,11.6378,11.4551,11.3101,11.6617
4.21,11.1789,11.5306,11.3441,12.0248,11.3428,11.7625
4.22,11.2088,11.5656,11.0493,11.5279,11.3346,11.7895
4.23,11.2388,11.5997,11.1019,11.1906,11.3331,11.7703
4.24,11.2688,11.6327,11.0604,11.8035,11.3259,11.8281
4.25,11.2988,11.6648,11.1192,12.0274,11.3261,11.9066
4.26,11.3282,11.6953,11.2703,11.9049,11.3445,11.9603
4.27,11.3527,11.7207,11.2131,11.031,11.3532,11.8982
4.28,11.3773,11.7451,12.1359,11.7924,11.4756,11.9361
4.29,11.4019,11.7685,11.7015,11.1907,11.5305,11.8937
4.3,11.4265,11.7909,11.6749,12.0396,11.5758,11.9604
4.31,11.4511,11.8123,11.5739,11.7685,11.6032,11.9851
4.32,11.4757,11.8328,10.9089,11.5637,11.544,11.9806
4.33,11.5003,11.8523,11.1359,11.7427,11.5186,11.9976
4.34,11.5249,11.8708,11.6264,12.4104,11.5564,12.0951
4.35,11.5495,11.8883,11.6203,12.0326,11.5889,12.1342
4.36,11.5741,11.9048,11.9453,12.2507,11.658,12.1953
4.37,11.5987,11.9203,12.3024,11.742,11.7639,12.1855
4.38,11.6233,11.9349,11.4715,12.0547,11.7547,12.2146
4.39,11.6479,11.9485,11.9582,12.0784,11.8064,12.2425
4.4,11.6725,11.9611,11.6385,11.7604,11.8122,12.2267
4.41,11.6971,11.9727,11.6512,11.9061,11.8184,12.2296
4.42,11.7217,11.9834,11.0327,11.6261,11.7461,12.1962
4.43,11.7463,11.993,11.8699,12.3346,11.7851,12.2537
4.44,11.7709,12.0017,12.1023,11.6271,11.8484,12.2159
4.45,11.7955,12.0094,11.9217,11.9778,11.8821,12.2247
4.46,11.8201,12.0161,12.1855,12.4061,11.9447,12.2851
4.47,11.8447,12.0219,11.745,11.5141,11.9452,12.2271
4.48,11.8693,12.0266,11.7799,11.7946,11.9494,12.2091
4.49,11.8938,12.0304,12.0884,11.9254,11.991,12.2083
4.5,11.9184,12.0332,12.5063,12.216,12.0799,12.243
4.51,11.943,12.035,11.9944,11.9225,12.0952,12.2367
4.52,11.9676,12.0359,11.9043,11.6444,12.097,12.1955
4.53,11.9922,12.0357,12.4257,12.4004,12.163,12.2521
4.54,12.0168,12.0346,12.4416,12.2356,12.2236,12.2815
4.55,12.0414,12.0325,11.4731,12.6589,12.1565,12.3599
4.56,12.066,12.0294,11.9779,11.9766,12.1586,12.3443
4.57,12.0906,12.0253,12.4774,11.8417,12.2222,12.3126
4.58,12.1152,12.0203,12.3387,11.7397,12.2613,12.2708
4.59,12.1398,12.0142,11.9121,12.0987,12.2426,12.2773
4.6,12.1644,12.0072,12.1322,12.0575,12.2526,12.2772
4.61,12.189,11.9992,12.4481,12.5932,12.3005,12.3434
4.62,12.2136,11.9903,12.2148,12.0374,12.3137,12.3327
4.63,12.2382,11.9803,12.5473,12.4222,12.3664,12.3705
4.64,12.2628,11.9694,12.5187,11.6977,12.4096,12.3132
4.65,12.2874,11.9574,11.827,11.4915,12.3614,12.2355
4.66,12.312,11.9445,12.7109,12.2073,12.4278,12.2545
4.67,12.3366,11.9307,11.7762,11.7275,12.3702,12.2111
4.68,12.3612,11.9158,12.597,11.7123,12.4204,12.1697
4.69,12.3858,11.9,12.0191,11.518,12.3927,12.1078
4.7,12.4103,11.8831,12.04,11.6425,12.37,12.0673
4.71,12.4349,11.8653,12.5031,12.2851,12.4068,12.1108
4.72,12.4595,11.8465,11.924,11.7432,12.3671,12.0817
4.73,12.4841,11.8268,12.6602,12.1138,12.4228,12.1014
4.74,12.5087,11.806,12.3759,11.643,12.4368,12.06
4.75,12.5333,11.7843,12.6853,11.4004,12.4875,11.9922
4.76,12.5579,11.7616,12.8335,11.6619,12.551,11.9636
4.77,12.5825,11.7379,12.691,11.9483,12.5897,11.9734
4.78,12.6071,11.7132,12.4939,11.5499,12.5992,11.9322
4.79,12.6317,11.6876,12.7321,11.4329,12.637,11.8803
4.8,12.6563,11.6609,13.3736,11.6247,12.7504,11.8574
4.81,12.6809,11.6333,12.9249,11.4633,12.7956,11.8165
4.82,12.7055,11.6047,12.326,11.6858,12.7608,11.8074
4.83,12.7301,11.5752,13.2801,11.4419,12.8481,11.7686
4.84,12.7547,11.5446,12.6259,11.5269,12.8441,11.7443
4.85,12.7793,11.5131,12.8805,11.3129,12.8718,11.6956
4.86,12.8039,11.4805,12.6762,11.6064,12.8706,11.6884
4.87,12.8285,11.447,12.7257,11.6571,12.875,11.6882
4.88,12.8531,11.4126,12.9901,10.9737,12.9115,11.6026
4.89,12.8777,11.3771,12.9769,11.212,12.942,11.5555
4.9,12.9023,11.3407,12.8557,11.207,12.9537,11.5125
4.91,12.9268,11.3032,13.4106,11.6222,13.0328,11.5258
4.92,12.9514,11.2648,13.1161,11.3537,13.0665,11.5042
4.93,12.976,11.2254,13.3993,10.9878,13.1315,11.4392
4.94,13.0006,11.1851,13.3515,11.4839,13.1833,11.4428
4.95,13.0252,11.1437,12.7785,11.5889,13.1576,11.4592
4.96,13.0498,11.1014,13.0087,11.021,13.1627,11.4031
4.97,13.0744,11.0581,12.9084,10.8848,13.1541,11.3357
4.98,13.099,11.0138,13.042,10.8326,13.1625,11.2689
4.99,13.1236,10.9685,13.2322,11.2347,13.1932,11.2592
5,13.1482,10.9223,13.2735,11.0236,13.2254,11.2244
5.01,13.1728,10.875,12.858,10.9389,13.2018,11.1826
5.02,13.1974,10.8268,13.4441,10.648,13.2533,11.109
5.03,13.222,10.7776,13.4365,10.2784,13.298,10.9971
5.04,13.2466,10.7274,13.7085,10.8351,13.3715,10.9663
5.05,13.2712,10.6763,13.0452,10.5044,13.354,10.8977
5.06,13.2958,10.6242,13.4924,10.7492,13.3937,10.867
5.07,13.3204,10.571,13.3151,9.99817,13.4065,10.746
5.08,13.345,10.5169,12.866,10.4271,13.3614,10.6914
5.09,13.3696,10.4618,13.4848,10.2345,13.3976,10.6186
5.1,13.3942,10.4058,13.4414,10.4423,13.4242,10.5797
5.11,13.4188,10.3487,14.0126,10.6428,13.5187,10.5703
5.12,13.4433,10.2907,13.3603,10.5092,13.5216,10.5455
5.13,13.4679,10.2317,12.4061,9.94485,13.4046,10.4534
5.14,13.4925,10.1717,13.0691,10.2862,13.3818,10.4137
5.15,13.5171,10.1107,13.498,10.3329,13.4144,10.3844
5.16,13.5417,10.0488,13.8291,9.56114,13.4845,10.2623
5.17,13.5663,9.98587,13.1369,9.62717,13.4605,10.1615
5.18,13.5909,9.92196,13.5728,9.88107,13.493,10.1033
5.19,13.6155,9.85707,13.4621,9.8869,13.5078,10.0524
5.2,13.6401,9.79119,13.4164,10.0677,13.5149,10.0299
5.21,13.6647,9.72434,13.6956,9.36952,13.5557,9.92315
5.22,13.6893,9.6565,14.2676,9.08361,13.6632,9.79235
5.23,13.7139,9.58769,13.7066,9.19141,13.6891,9.68912
5.24,13.7385,9.51789,13.4482,10.0401,13.6796,9.70312
5.25,13.7631,9.44711,13.6185,9.24744,13.6919,9.61751
5.26,13.7877,9.37535,13.7264,9.62494,13.7158,9.58854
5.27,13.8123,9.30261,13.6572,9.18695,13.7282,9.50864
5.28,13.8369,9.22889,13.6444,9.12452,13.7372,9.42992
5.29,13.8615,9.15419,13.7242,9.39496,13.7547,9.39381
5.3,13.8861,9.0785,13.9318,9.07467,13.7959,9.32225
5.31,13.9107,9.00184,14.1318,8.9991,13.8573,9.24941
5.32,13.9353,8.92419,13.8764,8.69725,13.88,9.14722
5.33,13.9598,8.84557,13.9488,8.9337,13.9089,9.08588
5.34,13.9844,8.76596,14.3824,8.88398,13.9885,9.02552
5.35,14.009,8.68537,13.8894,8.61371,13.9978,8.93852
5.36,14.0336,8.6038,13.6462,8.68152,13.9753,8.86983
5.37,14.0582,8.52125,14.0667,8.95007,14.007,8.84263
5.38,14.0828,8.43772,14.2882,8.35791,14.0626,8.74527
5.39,14.1074,8.35321,14.3466,8.24159,14.1193,8.64433
5.4,14.132,8.26772,14.118,8.111,14.141,8.53844
5.41,14.1566,8.18124,13.8553,8.31669,14.1272,8.4701
5.42,14.1812,8.09378,14.5628,8.13412,14.2026,8.38702
5.43,14.2058,8.00535,13.6151,7.86843,14.1514,8.28037
5.44,14.2304,7.91593,14.1801,8.169,14.1754,8.22325
5.45,14.255,7.82553,14.4071,7.54866,14.2248,8.09567
5.46,14.2796,7.73415,14.3383,7.53931,14.26,7.98115
5.47,14.3042,7.64179,14.4161,7.56141,14.3008,7.88229
5.48,14.3288,7.54845,13.6089,7.56574,14.2361,7.79531
5.49,14.3534,7.45412,14.012,7.15482,14.2278,7.6672
5.5,14.378,7.35882,14.2069,7.10393,14.2442,7.54712
5.51,14.4026,7.26254,14.1749,7.63854,14.2544,7.50735
5.52,14.4272,7.16527,14.4176,6.73041,14.2935,7.35964
5.53,14.4518,7.06702,14.2218,7.58428,14.3035,7.33494
5.54,14.4763,6.96779,14.2094,6.85816,14.3106,7.2235
5.55,14.5009,6.86759,14.124,6.88083,14.3058,7.12765
5.56,14.5255,6.7664,14.4677,6.92626,14.3439,7.04866
5.57,14.5501,6.66422,14.571,6.50833,14.3905,6.927
5.58,14.5747,6.56107,15.3537,6.5633,14.5295,6.82607
5.59,14.5993,6.45694,14.5857,6.80825,14.558,6.76748
5.6,14.6239,6.35182,15.0866,6.5223,14.6454,6.68065
5.61,14.6485,6.24573,14.9347,5.9766,14.7044,6.53606
5.62,14.6731,6.13865,14.2655,5.56244,14.6732,6.35609
5.63,14.6977,6.03059,14.4666,6.14152,14.6698,6.26836
5.64,14.7223,5.92156,14.7451,6.2167,14.7009,6.20057
5.65,14.7469,5.81154,14.7122,5.67727,14.7241,6.07397
5.66,14.7715,5.70054,14.5819,5.31162,14.7282,5.91631
5.67,14.7961,5.58855,15.0206,5.16906,14.786,5.75864
5.68,14.8207,5.47559,14.8045,5.01746,14.8104,5.5999
5.69,14.8453,5.36165,14.73,5.26346,14.8224,5.48984
5.7,14.8699,5.24672,14.923,5.43018,14.8567,5.41362
5.71,14.8945,5.13082,14.7664,4.95072,14.8674,5.28712
5.72,14.9191,5.01393,14.7244,4.78946,14.8712,5.15525
5.73,14.9437,4.89606,14.9239,5.11965,14.899,5.07989
5.74,14.9683,4.77721,14.7818,5.11443,14.9056,5.01341
5.75,14.9928,4.65738,15.0507,4.38674,14.9446,4.86473
5.76,15.0174,4.53657,14.873,4.81998,14.9569,4.78717
5.77,15.042,4.41478,14.9292,4.39288,14.9744,4.6661
5.78,15.0666,4.29201,14.9503,3.79672,14.9922,4.4849
5.79,15.0912,4.16825,14.8149,4.22136,14.9908,4.37715
5.8,15.1158,4.04352,15.2433,4.3883,15.0424,4.30319
5.81,15.1404,3.9178,15.3078,4.30772,15.0963,4.22867
5.82,15.165,3.7911,15.1073,3.90919,15.1191,4.11397
5.83,15.1896,3.66342,15.0447,3.2238,15.1312,3.92741
5.84,15.2142,3.53476,15.6453,2.88166,15.2165,3.71924
5.85,15.2388,3.40512,15.1292,3.60105,15.228,3.62421
5.86,15.2634,3.2745,15.1228,3.23351,15.237,3.4951
5.87,15.288,3.1429,15.2655,2.52558,15.2624,3.29294
5.88,15.3126,3.01031,14.8611,2.83677,15.2341,3.15246
5.89,15.3372,2.87675,14.9201,2.42772,15.2156,2.97747
5.9,15.3618,2.7422,15.4371,2.36853,15.2629,2.81522
5.91,15.3864,2.60668,15.6403,2.29865,15.3303,2.6631
5.92,15.411,2.47017,15.5177,2.63648,15.3749,2.57099
5.93,15.4356,2.33268,15.9814,2.14706,15.4722,2.4295
5.94,15.4602,2.19421,15.192,1.82229,15.4605,2.26426
5.95,15.4848,2.05476,15.2061,2.11888,15.4512,2.15527
5.96,15.5093,1.91433,15.3782,1.69928,15.4637,2.00741
5.97,15.5287,1.77452,15.283,1.57043,15.4626,1.86096
5.98,15.5461,1.63435,15.2146,1.6765,15.4525,1.74511
5.99,15.5635,1.4932,15.6989,1.54886,15.5033,1.62758
6,15.5809,1.35108,15.8295,1.34605,15.5647,1.49916
6.01,15.5983,1.20796,15.2273,0.927599,15.5441,1.33408
6.02,15.6157,1.06387,15.3056,0.874789,15.5349,1.18173
6.03,15.6331,0.9188,15.4088,1.12093,15.539,1.07815
6.04,15.6504,0.772747,15.3993,0.763419,15.541,0.943024
6.05,15.6678,0.625712,15.7828,0.634751,15.5901,0.80814
6.06,15.6852,0.477696,16.2066,0.611284,15.6866,0.686619
6.07,15.7026,0.521608,15.5972,0.93642,15.6966,0.620601
6.08,15.72,0.639383,15.328,0.732784,15.6715,0.538394
6.09,15.7374,0.756176,15.4791,0.538533,15.6673,0.442812
6.1,15.7548,0.871989,15.5579,1.45093,15.6729,0.473313
6.11,15.7721,0.986821,16.1508,0.791261,15.7514,0.420737
6.12,15.7895,1.10067,15.2839,1.19711,15.7132,0.426523
6.13,15.8069,1.21354,15.2174,1.1748,15.6701,0.431205
6.14,15.8243,1.32543,16.242,0.828875,15.7588,0.394455
6.15,15.8417,1.43634,15.5574,1.67362,15.7525,0.46906
6.16,15.8591,1.54626,15.9222,1.83384,15.792,0.558106
6.17,15.8765,1.65521,15.1158,1.74524,15.7263,0.628961
6.18,15.8938,1.76318,16.0395,1.83286,15.7821,0.70539
6.19,15.9112,1.87016,15.778,2.09916,15.7992,0.809028
6.2,15.9286,1.97616,15.3327,1.86551,15.7584,0.874599
6.21,15.946,2.08118,16.0701,1.73332,15.8135,0.918583
6.22,15.9634,2.18522,16.0303,2.11989,15.8575,1.00786
6.23,15.9808,2.28828,15.605,2.69059,15.8435,1.16068
6.24,15.9982,2.39036,15.8889,2.54606,15.866,1.28116
6.25,16.0155,2.49146,16.4046,2.71967,15.95,1.41222
6.26,16.0329,2.59157,16.8143,2.88811,16.0761,1.55202
6.27,16.0503,2.69071,15.6809,2.37042,16.0474,1.61394
6.28,16.0677,2.78886,16.417,2.49694,16.1129,1.68628
6.29,16.0851,2.88604,16.1301,3.39057,16.1354,1.86363
6.3,16.1025,2.98223,16.624,3.7918,16.2167,2.07369
6.31,16.1199,3.07744,15.9118,3.13041,16.2003,2.18035
6.32,16.1373,3.17167,16.222,2.43198,16.2237,2.18951
6.33,16.1547,3.26492,16.3419,3.29494,16.2592,2.30598
6.34,16.1721,3.35719,16.694,3.91207,16.3344,2.488
6.35,16.1895,3.44847,16.3656,3.54645,16.3604,2.60613
6.36,16.2069,3.53878,16.4624,3.78801,16.3952,2.74259
6.37,16.2243,3.6281,16.7534,3.56298,16.4622,2.8372
6.38,16.2417,3.71645,16.2511,3.57191,16.4591,2.92338
6.39,16.2591,3.80381,16.0648,3.62686,16.4325,3.00769
6.4,16.2765,3.89019,16.0261,3.87386,16.4032,3.11423
6.41,16.2939,3.97559,15.687,4.05184,16.3341,3.23205
6.42,16.3113,4.06001,16.614,3.9582,16.3873,3.32604
6.43,16.3287,4.14345,16.3643,3.99344,16.4033,3.41467
6.44,16.3461,4.22591,16.7194,3.87139,16.4616,3.47882
6.45,16.3634,4.30738,15.901,4.06639,16.4113,3.56052
6.46,16.3808,4.38788,16.3741,4.46484,16.4247,3.68332
6.47,16.3982,4.46739,16.277,4.06335,16.4241,3.74314
6.48,16.4156,4.54593,15.9486,4.62505,16.3822,3.86658
6.49,16.433,4.62348,16.5895,4.9978,16.4241,4.0235
6.5,16.4504,4.70005,16.1578,4.69228,16.4075,4.12575
6.51,16.4678,4.77564,16.2276,5.26548,16.4008,4.28854
6.52,16.4852,4.85025,16.5373,4.56527,16.4331,4.34667
6.53,16.5026,4.92388,16.4482,4.91738,16.4506,4.44218
6.54,16.52,4.99652,16.6822,5.32439,16.4951,4.57804
6.55,16.5374,5.06819,17.1779,5.08959,16.5965,4.66997
6.56,16.5548,5.13888,16.852,5.5338,16.6463,4.80718
6.57,16.5722,5.20858,16.3653,5.35963,16.6299,4.90779
6.58,16.5896,5.2773,16.3344,5.01976,16.6108,4.95484
6.59,16.607,5.34505,16.5015,5.50195,16.6141,5.0564
6.6,16.6244,5.41181,16.7928,5.39709,16.653,5.13359
6.61,16.6418,5.47759,16.5794,5.79741,16.6608,5.25192
6.62,16.6592,5.54239,16.9657,5.47453,16.7156,5.31689
6.63,16.6849,5.58408,16.9285,5.81038,16.7597,5.41616
6.64,16.708,5.63178,17.0962,5.68959,16.8198,5.4892
6.65,16.7312,5.67849,16.8262,5.65472,16.8395,5.5494
6.66,16.7543,5.72422,16.6219,6.08801,16.8312,5.65648
6.67,16.7774,5.76897,16.2641,5.99674,16.7787,5.74016
6.68,16.8005,5.81274,16.6884,5.7866,16.7841,5.78797
6.69,16.8236,5.85553,16.8675,6.1351,16.8108,5.8733
6.7,16.8467,5.89734,16.9706,6.08764,16.8473,5.94287
6.71,16.8699,5.93816,16.7646,5.90632,16.8538,5.98159
6.72,16.893,5.97801,16.4952,6.20847,16.8257,6.05295
6.73,16.9161,6.01687,16.9838,6.16301,16.861,6.11021
6.74,16.9392,6.05475,16.8008,5.85756,16.8695,6.12238
6.75,16.9623,6.09166,17.458,6.23671,16.9587,6.17952
6.76,16.9854,6.12758,17.2077,6.32025,17.007,6.24012
6.77,17.0086,6.16252,16.3767,6.26491,16.9463,6.28651
6.78,17.0317,6.19648,17.2716,6.27118,17.0031,6.32783
6.79,17.0548,6.22945,17.2033,6.45451,17.0451,6.38669
6.8,17.0779,6.26145,16.7598,6.11873,17.0269,6.39652
6.81,17.101,6.29247,16.5116,6.01493,16.9793,6.3913
6.82,17.1241,6.3225,16.7235,5.87825,16.9626,6.3685
6.83,17.1473,6.35156,16.9967,5.84129,16.9813,6.3424
6.84,17.1704,6.37963,17.1959,6.18769,17.0226,6.36123
6.85,17.1935,6.40672,17.493,6.84563,17.0963,6.45927
6.86,17.2166,6.43283,17.0209,6.19407,17.1032,6.46497
6.87,17.2397,6.45796,17.3049,6.21965,17.1444,6.47231
6.88,17.2629,6.48211,17.2079,6.34524,17.1688,6.49362
6.89,17.286,6.50528,17.0271,6.29285,17.1678,6.50526
6.9,17.3091,6.52747,17.0644,6.56986,17.1711,6.54936
6.91,17.3322,6.54867,17.3626,6.66568,17.2109,6.59998
6.92,17.3553,6.5689,17.2536,6.82618,17.2325,6.66452
6.93,17.3784,6.58814,17.4409,6.20387,17.275,6.64384
6.94,17.4016,6.6064,17.6418,6.20906,17.3377,6.62503
6.95,17.4247,6.62369,17.3794,6.39902,17.3607,6.63097
6.96,17.4478,6.63999,17.5175,6.6881,17.3982,6.67152
6.97,17.4709,6.65531,17.4127,6.47281,17.4184,6.68019
6.98,17.494,6.66965,17.1821,6.7168,17.4072,6.71758
6.99,17.5171,6.68301,17.3363,6.5549,17.4159,6.7301
7,17.5403,6.69538,17.6702,6.61008,17.465,6.7474
7.01,17.5634,6.70678,17.3199,7.00296,17.4649,6.81114
7.02,17.5865,6.71719,17.526,6.77442,17.49,6.839
7.03,17.6096,6.72663,17.4108,7.53132,17.4978,6.95764
7.04,17.6327,6.73508,17.7507,6.94403,17.5467,6.98997
7.05,17.6547,6.74205,18.0216,7.21697,17.624,7.05219
7.06,17.6755,6.74752,17.9273,6.57428,17.6811,7.02696
7.07,17.6963,6.75202,17.999,6.83023,17.7408,7.0354
7.08,17.7171,6.75553,17.8418,7.3248,17.7742,7.10386
7.09,17.7379,6.75806,17.254,6.45812,17.7303,7.05632
7.1,17.7586,6.75961,17.868,6.96543,17.767,7.07616
7.11,17.7794,6.76017,17.7657,6.86868,17.7867,7.0811
7.12,17.8002,6.75976,17.2452,6.74347,17.7389,7.06913
7.13,17.821,6.75837,17.4993,6.65717,17.7273,7.04688
7.14,17.8418,6.75599,18.5153,6.07796,17.8432,6.9539
7.15,17.8626,6.75264,17.9494,7.07766,17.8761,6.99455
7.16,17.8834,6.7483,18.1565,7.32585,17.9309,7.06136
7.17,17.9042,6.74298,18.5959,7.15974,18.0345,7.09993
7.18,17.925,6.73668,18.1259,7.0785,18.0682,7.12373
7.19,17.9458,6.7294,17.7186,6.17707,18.0471,7.03193
7.2,17.9665,6.72114,18.3239,6.69246,18.1031,7.01324
7.21,17.9873,6.7119,18.1715,6.9096,18.1338,7.02297
7.22,18.0001,6.70095,18.1469,6.45129,18.1577,6.97395
7.23,18.0195,6.68961,18.3864,6.07054,18.2085,6.8819
7.24,18.0388,6.67729,18.4104,6.28996,18.2565,6.82619
7.25,18.0582,6.664,18.0567,6.68686,18.2548,6.82528
7.26,18.0775,6.64972,18.0411,7.03924,18.2508,6.86803
7.27,18.0969,6.63446,18.0129,6.90097,18.2432,6.88873
7.28,18.1163,6.61822,17.7504,6.38596,18.203,6.84261
7.29,18.1356,6.601,17.8231,6.25528,18.1755,6.78452
7.3,18.155,6.5828,18.2841,6.72025,18.2078,6.79005
7.31,18.1743,6.56362,18.2643,6.5052,18.2339,6.76783
7.32,18.1937,6.54345,17.8023,6.36734,18.1991,6.73037
7.33,18.2131,6.52231,18.7777,6.54071,18.2892,6.71808
7.34,18.2324,6.50018,19.0041,6.90933,18.3978,6.75277
7.35,18.2518,6.47707,18.2799,6.7741,18.4044,6.76675
7.36,18.2711,6.45299,18.7111,6.21187,18.4636,6.70884
7.37,18.2905,6.42792,17.9317,6.36622,18.4189,6.67588
7.38,18.3099,6.40187,18.5427,6.77947,18.4545,6.69763
7.39,18.3292,6.37484,18.2742,6.4879,18.4524,6.68053
7.4,18.3486,6.34682,18.3264,6.14458,18.4566,6.62213
7.41,18.3679,6.31783,18.2912,6.25972,18.4554,6.58389
7.42,18.3873,6.28786,18.9774,6.21452,18.5395,6.54378
7.43,18.4067,6.2569,17.8733,6.06856,18.4767,6.48943
7.44,18.426,6.22497,18.1323,6.34272,18.4522,6.47476
7.45,18.4454,6.19205,18.4125,6.38118,18.4647,6.4663
7.46,18.4647,6.15815,17.7976,5.79555,18.3987,6.38556
7.47,18.4841,6.12327,18.3206,5.79384,18.4044,6.31284
7.48,18.5034,6.08741,18.4635,6.37122,18.4269,6.31963
7.49,18.5228,6.05057,18.1905,6.03128,18.4127,6.28331
7.5,18.5422,6.01275,18.2895,6.15837,18.4119,6.2666
7.51,18.5615,5.97395,18.718,5.33372,18.4642,6.14872
7.52,18.5809,5.93416,18.1853,6.00712,18.4444,6.12705
7.53,18.6002,5.8934,18.8272,5.92836,18.5064,6.09788
7.54,18.6196,5.85165,18.9366,5.53964,18.5752,6.02331
7.55,18.639,5.80893,18.3022,5.8907,18.5574,6.00035
7.56,18.6583,5.76522,18.0391,5.41431,18.5083,5.92047
7.57,18.6777,5.72053,18.5847,5.6791,18.5318,5.88201
7.58,18.697,5.67486,18.6635,5.45918,18.5625,5.82028
7.59,18.7164,5.62821,18.9602,5.41131,18.6266,5.75916
7.6,18.7358,5.58058,18.8095,5.16797,18.665,5.67421
7.61,18.7551,5.53196,19.3825,5.71084,18.7705,5.66602
7.62,18.7745,5.48237,18.2803,5.7725,18.7273,5.66669
7.63,18.7938,5.4318,18.4603,5.53875,18.7105,5.63844
7.64,18.8132,5.38024,18.7958,5.37625,18.7369,5.59313
7.65,18.8326,5.3277,19.2071,5.23589,18.8115,5.53528
7.66,18.8519,5.27419,18.9815,5.59102,18.8499,5.52803
7.67,18.8713,5.21969,18.4045,5.1787,18.8119,5.47042
7.68,18.8906,5.16421,18.8803,5.22618,18.8367,5.42503
7.69,18.91,5.10775,19.3203,5.02556,18.9135,5.35964
7.7,18.9294,5.0503,19.0922,5.67979,18.9535,5.38301
7.71,18.9487,4.99188,18.9179,4.92245,18.9672,5.30988
7.72,18.9681,4.93248,18.5851,5.18473,18.9375,5.2774
7.73,18.9874,4.87209,18.8665,5.02258,18.9455,5.22845
7.74,19.0068,4.81073,19.3019,4.50341,19.0066,5.12017
7.75,19.0262,4.74838,19.3514,4.81645,19.0672,5.06256
7.76,19.0455,4.68505,19.1331,4.67619,19.0939,4.99385
7.77,19.0649,4.62074,18.5926,4.74104,19.0499,4.94083
7.78,19.0842,4.55545,18.9793,4.44281,19.0582,4.85658
7.79,19.1036,4.48918,19.0668,4.83377,19.0762,4.83035
7.8,19.123,4.42193,19.551,4.34806,19.1523,4.74678
7.81,19.1423,4.3537,19.325,4.2492,19.192,4.66007
7.82,19.1617,4.28448,19.2887,4.03919,19.2226,4.55669
7.83,19.181,4.21429,18.8405,4.48406,19.1936,4.52011
7.84,19.2004,4.14311,18.9777,4.03217,19.1843,4.43159
7.85,19.2198,4.07096,19.1534,4.30145,19.1974,4.38647
7.86,19.2391,3.99782,19.5259,4.14496,19.2553,4.32719
7.87,19.2585,3.9237,18.8555,4.30945,19.2231,4.29527
7.88,19.2778,3.8486,19.1286,3.86764,19.2278,4.21224
7.89,19.2972,3.77252,19.7398,4.09304,19.308,4.16663
7.9,19.3166,3.69546,19.7729,3.75748,19.3836,4.0846
7.91,19.3359,3.61742,19.4386,4.16079,19.4092,4.06212
7.92,19.3553,3.53839,18.9228,3.91479,19.3674,4.01205
7.93,19.3746,3.45839,19.5135,3.89722,19.4032,3.96574
7.94,19.394,3.3774,19.5258,3.47648,19.4363,3.87249
7.95,19.4133,3.29543,19.1855,3.56144,19.4231,3.80024
7.96,19.4327,3.21249,19.3063,3.12112,19.4259,3.68131
7.97,19.4521,3.12856,19.4673,3.25183,19.4481,3.59179
7.98,19.4714,3.04365,19.5261,2.83331,19.4749,3.46016
7.99,19.4908,2.95776,19.4665,3.00263,19.4911,3.36413
8,19.5101,2.87088,19.2185,2.64267,19.4742,3.23403
8.01,19.5295,2.78303,19.27,3.27026,19.4651,3.19664
8.02,19.5489,2.6942,19.8459,2.17822,19.5284,3.02787
8.03,19.5682,2.60438,19.5826,2.75308,19.5519,2.94925
8.04,19.5876,2.51359,19.5117,2.3951,19.5637,2.83515
8.05,19.6069,2.42181,19.9043,2.4201,19.6229,2.73704
8.06,19.6263,2.32905,19.3424,2.2767,19.6054,2.63229
8.07,19.6457,2.23531,19.5757,2.20889,19.6185,2.53105
8.08,19.665,2.14059,20.0165,2.63862,19.6847,2.49505
8.09,19.6844,2.04489,19.6968,2.59335,19.7039,2.45835
8.1,19.7037,1.94821,19.8887,2.2319,19.7445,2.38154
8.11,19.7231,1.85054,19.8212,2.15123,19.7722,2.30379
8.12,19.7425,1.7519,20.0445,1.18522,19.8244,2.11471
8.13,19.7618,1.65227,19.4667,1.491,19.7986,1.98449
8.14,19.7812,1.55167,18.964,1.7585,19.7123,1.90236
8.15,19.8005,1.45008,19.7616,1.33788,19.734,1.77754
8.16,19.8199,1.34751,19.6938,1.17315,19.7446,1.64638
8.17,19.8393,1.24396,19.8197,1.52028,19.7694,1.57342
8.18,19.8508,1.17883,20.0024,1.34795,19.8141,1.48789
8.19,19.8638,1.10569,19.8952,0.97178,19.8405,1.36566
8.2,19.8768,1.03157,19.597,1.40105,19.8264,1.31102
8.21,19.8898,0.956463,20.1332,0.792717,19.8804,1.18757
8.22,19.9027,0.880378,19.603,1.18868,19.8622,1.12771
