t,true_px,true_py,meas_px,meas_py,est_px,est_py
4.28,4.28,2.14,4.6136,2.94698,4.44218,2.15613
4.29,4.29,2.145,4.52004,2.02013,4.4609,2.1466
4.3,4.3,2.15,3.82327,2.01244,4.41852,2.13699
4.31,4.31,2.155,4.59154,1.38874,4.44435,2.0746
4.32,4.32,2.16,4.73577,2.26381,4.4806,2.0911
4.33,4.33,2.165,4.25541,1.83529,4.47313,2.06986
4.34,4.34,2.17,4.10181,2.46865,4.45275,2.10418
4.35,4.35,2.175,4.28589,1.92443,4.44919,2.08969
4.36,4.36,2.18,4.59428,2.43409,4.472,2.11974
4.37,4.37,2.185,3.74541,2.47074,4.42048,2.15095
4.38,4.38,2.19,5.63085,2.42481,4.53337,2.17617
4.39,4.39,2.195,3.5405,2.28369,4.45987,2.18763
4.4,4.4,2.2,3.48459,3.78369,4.38612,2.32663
4.41,4.41,2.205,5.52784,1.87203,4.49175,2.29297
4.42,4.42,2.21,3.29717,1.77081,4.3995,2.25273
4.43,4.43,2.215,4.3395,1.33407,4.4022,2.17765
4.44,4.44,2.22,4.40549,2.12621,4.41019,2.17514
4.45,4.45,2.225,4.51258,2.33982,4.42666,2.19104
4.46,4.46,2.23,3.97719,1.80329,4.39607,2.15995
4.47,4.47,2.235,4.4928,1.9195,4.41142,2.14079
4.48,4.48,2.24,4.93375,2.25795,4.46333,2.15179
4.49,4.49,2.245,5.4225,2.65524,4.55351,2.19605
4.5,4.5,2.25,5.05186,2.31628,4.60593,2.2084
4.51,4.51,2.255,4.58868,3.12066,4.61509,2.28871
4.52,4.52,2.26,4.33085,2.53339,4.60136,2.31351
4.53,4.53,2.265,4.39688,2.13068,4.59394,2.30215
4.54,4.54,2.27,3.95555,1.89874,4.54902,2.27159
4.55,4.55,2.275,4.08587,2.57218,4.51795,2.30055
4.56,4.56,2.28,5.0801,2.23262,4.57378,2.2985
4.57,4.57,2.285,4.68481,2.20876,4.59198,2.29445
4.58,4.58,2.29,4.17461,2.72113,4.56515,2.33443
4.59,4.59,2.295,4.91627,1.34873,4.60332,2.25431
4.6,4.6,2.3,4.45845,1.85899,4.59965,2.22296
4.61,4.61,2.305,4.41453,1.96978,4.59227,2.20309
4.62,4.62,2.31,4.59679,2.14504,4.60078,2.19946
4.63,4.63,2.315,4.45443,2.86869,4.59637,2.25794
4.64,4.64,2.32,4.91859,1.96805,4.63178,2.23554
4.65,4.65,2.325,4.37223,2.5709,4.61796,2.26612
4.66,4.66,2.33,4.90521,2.02811,4.65046,2.24823
4.67,4.67,2.335,4.553,3.2584,4.65052,2.3367
4.68,4.68,2.34,4.38673,3.2954,4.63618,2.42253
4.69,4.69,2.345,5.24183,3.20771,4.69573,2.49519
4.7,4.7,2.35,4.38546,2.26572,4.67798,2.4824
4.71,4.71,2.355,4.48542,2.91838,4.66973,2.52613
4.72,4.72,2.36,4.43616,2.72561,4.65762,2.55038
4.73,4.73,2.365,5.06915,2.34099,4.70028,2.53998
4.74,4.74,2.37,5.38933,2.42384,4.76739,2.53718
4.75,4.75,2.375,5.16704,2.12765,4.81093,2.50906
4.76,4.76,2.38,4.39828,2.74557,4.78565,2.53548
4.77,4.77,2.385,4.98542,2.50665,4.81203,2.53961
4.78,4.78,2.39,4.60816,3.1646,4.8042,2.59961
4.79,4.79,2.395,4.23171,1.80933,4.76447,2.5396
4.8,4.8,2.4,5.27108,2.83005,4.81604,2.57066
4.81,4.81,2.405,4.98688,2.26102,4.83975,2.55088
4.82,4.82,2.41,5.07121,3.27042,4.86892,2.61859
4.83,4.83,2.415,6.08777,1.58679,4.98296,2.53772
4.84,4.84,2.42,4.63054,2.17911,4.96469,2.51262
4.85,4.85,2.425,5.66326,1.18435,5.03569,2.40393
4.86,4.86,2.43,5.11692,2.30159,5.05508,2.39778
4.87,4.87,2.435,5.68906,3.18552,5.12187,2.4676
4.88,4.88,2.44,5.06275,1.65014,5.13045,2.40147
4.89,4.89,2.445,4.60306,2.2128,5.09884,2.38769
4.9,4.9,2.45,4.23677,3.02729,5.03765,2.44444
4.91,4.91,2.455,4.18329,3.43766,4.97559,2.53255
4.92,4.92,2.46,5.90141,2.26747,5.06431,2.51475
4.93,4.93,2.465,5.09425,2.42886,5.07799,2.5118
4.94,4.94,2.47,5.39091,3.10734,5.11591,2.56699
4.95,4.95,2.475,5.079,2.70956,5.12442,2.58447
4.96,4.96,2.48,4.6497,2.69836,5.0954,2.59973
4.97,4.97,2.485,5.05138,2.0291,5.10237,2.55661
4.98,4.98,2.49,4.97298,2.29841,5.10193,2.53922
4.99,4.99,2.495,4.68525,1.92175,5.07668,2.49063
